user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
76,Male,25.0,UK,Premium,111,83.0,0.19,Desktop,0,1,0
77,Male,41.0,FR,Premium,81,6.0,0.47,,0,1,1
78,Other,30.0,FR,Premium,124,73.0,0.43,Mobile,0,1,0
79,Male,23.0,US,Free,13,30.0,0.24,Mobile,32,0,1
80,Female,,PK,Premium,31,72.0,0.53,Desktop,0,1,1
81,Male,34.0,AU,Premium,277,87.0,0.3,Web,0,1,0
82,Other,45.0,FR,Student,181,69.0,0.59,Web,0,1,1
83,Other,32.0,PK,Free,167,,0.56,Mobile,35,0,1
84,Other,51.0,,Free,105,11.0,0.03,Web,29,0,1
85,Female,21.0,FR,Student,202,79.0,0.45,Desktop,0,1,1
86,Female,20.0,IN,Family,284,38.0,0.23,Web,0,1,0
87,Male,21.0,US,Premium,125,82.0,0.43,Web,0,1,0
88,Female,44.0,UK,Free,237,36.0,0.37,Web,20,0,1
89,Other,50.0,PK,Family,99,,0.15,Mobile,0,1,0
90,Other,52.0,DE,Student,224,49.0,0.38,Desktop,0,1,1
91,Male,43.0,UK,Free,195,80.0,0.17,Web,28,0,1
92,Female,41.0,PK,,173,85.0,0.22,Web,0,1,0
93,Female,57.0,IN,Family,210,7.0,0.25,Web,0,1,0
94,Other,50.0,UK,Free,85,7.0,0.45,Desktop,44,0,1
95,Female,35.0,FR,Family,93,1.0,0.4,Mobile,0,1,1
96,Other,,IN,Student,222,97.0,0.03,Desktop,0,1,0
97,Male,34.0,CA,,196,69.0,0.07,Web,0,1,0
98,Female,47.0,US,Premium,215,13.0,0.02,Mobile,0,1,0
99,Male,19.0,,Premium,22,45.0,0.29,Web,0,1,1
100,Female,30.0,UK,Student,283,,0.02,Desktop,0,1,0
101,Female,27.0,FR,Free,40,15.0,0.5,Web,16,0,1
102,Male,,DE,Student,251,,0.12,Desktop,0,1,0
103,Female,47.0,AU,Family,240,,0.56,Mobile,0,1,1
104,Male,33.0,US,Premium,160,76.0,0.06,Web,0,1,0
105,Male,46.0,CA,Free,114,11.0,0.24,Web,19,0,0
106,Other,50.0,AU,Student,251,9.0,0.39,Web,0,1,1
107,Female,31.0,FR,Student,181,89.0,0.11,Desktop,0,1,0
108,Female,45.0,FR,Premium,215,16.0,0.26,Web,0,1,0
109,Male,51.0,FR,,119,11.0,0.05,Desktop,0,1,1
110,Female,33.0,CA,Premium,224,34.0,0.11,Mobile,0,1,0
111,Male,42.0,DE,Premium,31,61.0,0.29,,0,1,0
112,Male,16.0,CA,Family,17,10.0,0.27,Desktop,0,1,1
113,Other,31.0,,Student,174,29.0,0.13,,0,1,0
114,Male,40.0,AU,Premium,31,48.0,0.33,Web,0,1,1
115,Male,57.0,FR,Premium,84,40.0,0.58,Desktop,0,1,1
116,Female,17.0,CA,Free,198,31.0,0.07,Web,6,0,1
117,Male,31.0,CA,Student,272,40.0,0.12,,0,1,0
118,Other,45.0,,Family,21,73.0,0.16,Web,0,1,0
119,Male,59.0,PK,Premium,251,47.0,0.14,Mobile,0,1,0
120,Other,49.0,PK,Family,95,81.0,0.36,,0,1,1
121,Male,59.0,IN,Student,169,20.0,0.18,Desktop,0,1,1
122,Male,47.0,DE,Premium,35,20.0,0.32,Desktop,0,1,1
123,Male,21.0,US,Free,32,34.0,0.52,,14,0,1
124,Female,28.0,,Free,55,,0.53,Desktop,7,0,1
125,Female,47.0,US,Family,120,26.0,0.48,Desktop,0,1,1
126,Female,46.0,IN,Free,11,67.0,0.4,Desktop,36,0,1
127,Female,20.0,US,Premium,194,52.0,0.2,Mobile,0,1,0
128,Female,34.0,PK,Premium,81,,0.29,Web,0,1,0
129,Other,24.0,DE,Free,217,,0.45,Web,23,0,1
130,Male,40.0,US,Premium,11,,0.42,Web,0,1,1
131,Female,48.0,UK,Free,72,,0.53,Desktop,22,0,1
132,Female,47.0,PK,Premium,162,94.0,0.29,Desktop,0,1,0
133,Female,,IN,Family,271,57.0,0.36,Mobile,0,1,0
134,Male,20.0,US,Premium,218,6.0,0.02,Desktop,0,1,0
135,Other,55.0,DE,,94,24.0,0.3,,0,1,0
136,Male,58.0,,Student,295,72.0,0.43,Desktop,0,1,1
137,Other,41.0,US,Premium,286,35.0,0.42,Desktop,0,1,0
138,Other,53.0,US,Student,298,37.0,0.5,Mobile,0,1,1
139,Female,50.0,CA,Family,261,20.0,0.39,Desktop,0,1,0
140,Other,55.0,US,Free,201,,0.5,Desktop,27,0,0
141,Female,56.0,US,Free,40,84.0,0.56,Web,49,0,0
142,Other,18.0,AU,Premium,30,78.0,0.42,Mobile,0,1,1
143,Male,29.0,CA,Student,109,88.0,0.45,Web,0,1,1
144,Female,28.0,UK,Premium,171,19.0,0.48,Mobile,0,1,1
145,Female,24.0,PK,Family,223,31.0,0.09,Mobile,0,1,0
146,Other,44.0,AU,Family,52,17.0,0.2,Desktop,0,1,1
147,Other,18.0,IN,Family,195,94.0,0.49,Desktop,0,1,1
148,Other,40.0,PK,Premium,198,78.0,0.0,Desktop,0,1,0
149,Other,22.0,DE,Student,285,2.0,0.3,Desktop,0,1,1
150,Male,,FR,Premium,278,,0.24,Desktop,0,1,0
151,Male,44.0,AU,Premium,251,,0.37,Desktop,0,1,0
152,Male,58.0,US,Student,158,52.0,0.27,Mobile,0,1,1
153,Female,41.0,PK,Family,14,,0.59,Web,0,1,1
154,Female,52.0,UK,Premium,280,81.0,0.27,Desktop,0,1,0
155,Male,26.0,IN,Student,257,14.0,0.13,Web,0,1,0
156,Other,42.0,CA,Family,21,76.0,0.56,Web,0,1,1
157,Female,27.0,PK,,237,27.0,0.16,Web,40,0,1
158,Other,,DE,Premium,224,53.0,0.07,Mobile,43,0,0
159,Female,24.0,AU,Family,216,76.0,0.28,Mobile,0,1,0
160,Other,34.0,CA,Premium,137,97.0,0.32,Web,0,1,0
161,Other,28.0,DE,Free,209,84.0,0.53,Web,28,0,1
162,Female,17.0,FR,Premium,36,30.0,0.19,Mobile,43,0,1
163,Other,50.0,PK,Free,95,,0.49,Desktop,31,0,1
164,Female,35.0,AU,Premium,298,,0.11,Mobile,0,1,0
165,Male,20.0,DE,Family,224,51.0,0.23,Desktop,0,1,0
8003,Female,50.0,,Free,205,43.0,0.48,Desktop,47,0,1
167,Male,23.0,FR,Student,95,31.0,0.37,Web,0,1,1
168,Other,20.0,UK,Free,289,17.0,0.28,Desktop,35,0,1
169,Male,51.0,CA,Premium,168,28.0,0.54,Web,0,1,1
170,Female,,PK,Free,211,,0.48,Mobile,23,0,1
171,Male,29.0,DE,Premium,63,99.0,0.38,,0,1,0
172,Male,39.0,,,124,83.0,0.52,Mobile,35,0,1
173,Female,51.0,CA,Family,275,56.0,0.05,Web,0,1,0
174,Male,24.0,PK,Student,120,38.0,0.11,Mobile,0,1,1
175,Male,20.0,DE,Free,64,20.0,0.16,Mobile,20,0,1
176,Female,57.0,UK,Premium,121,86.0,0.08,,0,1,0
177,Other,16.0,AU,Free,184,12.0,0.2,Desktop,15,0,1
178,Male,18.0,PK,Family,219,54.0,0.06,Web,0,1,0
179,Male,16.0,DE,Free,184,40.0,0.01,Mobile,9,0,0
180,Female,50.0,UK,Premium,30,37.0,0.25,Desktop,0,1,0
181,Female,23.0,DE,Premium,55,46.0,0.41,Desktop,7,0,1
182,Female,53.0,AU,Premium,38,4.0,0.09,Mobile,0,1,0
183,Male,58.0,CA,Premium,281,58.0,0.16,Desktop,0,1,0
184,Female,31.0,,Premium,140,57.0,0.35,Mobile,0,1,0
185,Female,19.0,US,Premium,130,17.0,0.35,Desktop,0,1,0
186,Female,36.0,US,Premium,238,82.0,0.35,Web,0,1,0
187,Other,19.0,PK,Premium,295,53.0,0.55,Web,0,1,0
188,Other,26.0,IN,Free,265,31.0,0.41,Web,38,0,1
189,Other,16.0,US,Student,179,80.0,0.6,,0,1,1
190,Other,49.0,AU,Free,198,4.0,0.1,Desktop,36,0,1
191,Female,55.0,UK,Premium,180,17.0,0.08,Web,0,1,0
192,Other,21.0,,Student,267,89.0,0.52,Web,0,1,1
193,Other,48.0,CA,Free,126,22.0,0.58,Mobile,45,0,0
194,Female,38.0,IN,Family,233,94.0,0.29,Web,0,1,0
195,Female,59.0,PK,Student,161,,0.59,Desktop,0,1,1
196,Female,31.0,CA,Student,100,70.0,0.43,Mobile,0,1,1
197,Female,24.0,,Student,240,,0.53,Web,0,1,1
198,Male,55.0,UK,Student,170,95.0,0.45,Mobile,0,1,1
199,Female,53.0,UK,Family,150,29.0,0.18,Desktop,0,1,0
200,Female,31.0,US,,203,79.0,0.15,Web,0,1,0
201,Female,49.0,AU,Free,226,31.0,0.24,,32,0,1
202,Other,49.0,UK,Premium,31,93.0,0.03,Desktop,0,1,0
203,Female,33.0,DE,Premium,81,34.0,0.09,Mobile,0,1,0
204,Other,59.0,PK,Free,62,99.0,0.55,Mobile,5,0,1
205,Female,58.0,AU,Free,202,22.0,0.45,Mobile,36,0,1
206,Other,49.0,PK,Free,207,33.0,0.09,Web,9,0,1
207,Female,42.0,DE,Student,20,38.0,0.6,Web,0,1,1
208,Other,24.0,AU,Free,113,42.0,0.56,Desktop,32,0,1
209,Male,33.0,IN,Free,168,42.0,0.12,Desktop,49,0,1
210,Other,20.0,IN,Student,251,79.0,0.37,Web,0,1,1
211,Other,42.0,IN,Free,222,95.0,0.04,Desktop,29,0,1
212,Female,16.0,DE,Free,74,33.0,0.12,,13,0,1
213,Male,37.0,CA,Premium,139,71.0,0.16,Desktop,0,1,0
214,Female,26.0,FR,Free,160,23.0,0.06,Web,45,0,1
215,Other,46.0,US,Premium,37,94.0,0.37,Web,0,1,0
216,Male,36.0,US,Family,199,4.0,0.12,Desktop,0,1,0
217,Other,32.0,,Free,204,87.0,0.42,Desktop,14,0,1
218,Other,18.0,IN,,181,67.0,0.56,Desktop,0,1,1
219,Other,20.0,DE,Premium,269,4.0,0.31,Web,0,1,0
220,Female,19.0,IN,Free,245,9.0,0.07,Mobile,42,0,1
221,Other,34.0,CA,Student,50,54.0,0.59,,0,1,1
222,Other,50.0,DE,Student,272,46.0,0.12,Web,0,1,0
223,Other,,,Family,271,26.0,0.5,Web,0,1,1
224,Other,53.0,DE,Premium,252,68.0,0.04,Web,0,1,0
225,Female,31.0,PK,Student,155,2.0,0.36,Desktop,0,1,1
226,Female,40.0,,Free,66,80.0,0.02,Mobile,48,0,1
227,Female,41.0,CA,Student,51,26.0,0.19,Web,0,1,0
228,Male,27.0,UK,Free,174,6.0,0.54,Mobile,7,0,1
229,Other,52.0,DE,Student,165,20.0,0.01,Desktop,0,1,0
230,Other,49.0,AU,Premium,73,39.0,0.11,Mobile,0,1,0
231,Male,,DE,Student,10,11.0,0.09,Web,0,1,1
232,Female,19.0,FR,Premium,279,26.0,0.03,Web,0,1,0
233,Male,41.0,UK,Free,222,4.0,0.06,Mobile,26,0,1
234,Male,,DE,Premium,39,6.0,0.54,,0,1,1
235,Female,17.0,FR,Premium,40,97.0,0.08,Mobile,0,1,0
236,Female,22.0,UK,,254,86.0,0.45,Desktop,0,1,0
237,Male,31.0,UK,Family,227,23.0,0.55,Mobile,0,1,1
238,Female,19.0,FR,Premium,244,5.0,0.34,Web,0,1,1
239,Female,37.0,CA,Free,113,85.0,0.23,Mobile,27,0,1
240,Female,,UK,Free,218,6.0,0.01,Mobile,15,0,1
241,Male,29.0,UK,Free,144,,0.33,Desktop,19,0,0
242,Female,51.0,CA,Premium,143,48.0,0.09,Web,0,1,0
243,Male,41.0,CA,Premium,110,61.0,0.44,Mobile,0,1,0
244,Female,24.0,FR,Family,283,90.0,0.53,Web,0,1,0
245,Other,19.0,PK,Premium,276,15.0,0.28,Mobile,0,1,1
246,Male,48.0,IN,Premium,178,70.0,0.29,Desktop,0,1,0
247,Other,37.0,US,Premium,114,13.0,0.49,Desktop,0,1,1
248,Female,59.0,US,,98,24.0,0.32,,8,0,0
249,Female,54.0,IN,Family,49,27.0,0.29,Mobile,0,1,0
250,Female,36.0,AU,Premium,28,,0.27,Web,0,1,0
251,Other,58.0,FR,,259,67.0,0.17,Mobile,0,1,0
252,Other,,CA,Free,279,,0.43,Desktop,24,0,1
253,Other,18.0,AU,Premium,139,58.0,0.09,Web,0,1,0
254,Female,35.0,DE,Free,53,97.0,0.45,Desktop,29,0,1
255,Male,57.0,UK,Family,255,82.0,0.19,Mobile,0,1,0
256,Other,55.0,CA,Premium,259,20.0,0.01,Mobile,0,1,0
257,Other,53.0,PK,Free,112,33.0,0.34,Mobile,30,0,0
258,Other,22.0,US,Premium,260,75.0,0.36,Web,0,1,0
259,Other,51.0,IN,Premium,91,3.0,0.49,Desktop,0,1,1
260,Female,43.0,PK,,92,18.0,0.19,Mobile,25,0,1
261,Other,37.0,AU,Free,140,14.0,0.02,Mobile,31,0,1
262,Male,29.0,US,Premium,259,28.0,0.19,Desktop,0,1,0
263,Male,17.0,UK,Student,119,73.0,0.22,Desktop,0,1,1
264,Male,,IN,Premium,99,92.0,0.54,Web,0,1,1
265,Male,53.0,AU,Free,265,49.0,0.2,Desktop,41,0,1
266,Female,54.0,IN,Premium,299,93.0,0.27,Mobile,0,1,0
267,Female,59.0,AU,Free,255,75.0,0.56,Web,38,0,1
268,Female,42.0,DE,Family,157,96.0,0.48,,0,1,1
269,Other,36.0,AU,Premium,176,15.0,0.11,Mobile,0,1,0
270,Female,22.0,AU,Student,146,45.0,0.44,Mobile,0,1,1
271,Male,19.0,DE,Family,211,64.0,0.15,Mobile,0,1,0
272,Female,47.0,IN,Premium,191,42.0,0.52,Mobile,0,1,1
273,Male,29.0,CA,Premium,218,72.0,0.29,Mobile,0,1,0
274,Other,32.0,CA,Family,128,94.0,0.48,Web,0,1,0
275,Female,47.0,US,Free,30,10.0,0.38,Web,37,0,1
276,Male,30.0,DE,Family,176,17.0,0.35,Mobile,0,1,1
277,Male,23.0,UK,Premium,50,45.0,0.08,Mobile,0,1,0
278,Other,37.0,FR,Free,267,72.0,0.12,Desktop,38,0,1
279,Other,17.0,PK,,20,84.0,0.45,Web,0,1,1
8004,Female,45.0,US,,134,92.0,0.31,Mobile,0,1,0
281,Female,42.0,AU,Student,282,57.0,0.31,Mobile,0,1,1
282,Male,42.0,,Premium,52,55.0,0.05,Web,0,1,0
283,Other,31.0,,Premium,97,37.0,0.59,Web,0,1,1
284,Female,53.0,IN,,58,63.0,0.45,Mobile,45,0,1
285,Other,47.0,AU,Premium,126,,0.29,Desktop,0,1,0
286,Female,40.0,,Premium,172,48.0,0.54,Web,0,1,1
287,Female,35.0,PK,Free,258,36.0,0.2,Desktop,24,0,1
288,Female,33.0,IN,Free,291,31.0,0.29,Desktop,39,0,1
289,Other,44.0,DE,Free,27,96.0,0.04,Desktop,27,0,1
290,Other,41.0,UK,Family,262,32.0,0.47,Desktop,0,1,1
291,Male,32.0,DE,Premium,52,,0.47,Desktop,0,1,1
292,Other,20.0,CA,Student,108,,0.17,Web,0,1,1
293,Male,51.0,US,Premium,235,5.0,0.28,Desktop,0,1,0
294,Female,25.0,US,Student,213,36.0,0.28,Web,0,1,1
295,Other,32.0,PK,Premium,169,6.0,0.13,Web,0,1,0
296,Female,34.0,DE,Student,158,84.0,0.1,Mobile,0,1,0
297,Male,34.0,DE,,293,30.0,0.16,Desktop,0,1,0
298,Female,45.0,DE,,99,,0.58,Web,0,1,1
299,Female,45.0,,Student,194,40.0,0.59,Desktop,0,1,1
300,Other,50.0,US,Premium,126,86.0,0.52,,0,1,1
301,Female,45.0,UK,Family,102,18.0,0.08,,0,1,0
302,Female,55.0,PK,Free,210,32.0,0.15,Web,29,0,1
303,Female,32.0,US,Free,134,71.0,0.43,Mobile,14,0,1
304,Male,48.0,UK,Premium,62,25.0,0.53,Web,0,1,1
305,Other,36.0,US,Premium,183,,0.53,Web,0,1,1
306,Other,39.0,DE,Premium,279,,0.36,Mobile,0,1,0
307,Other,59.0,CA,,159,48.0,0.21,Mobile,0,1,0
308,Male,23.0,US,Premium,187,22.0,0.14,Desktop,0,1,0
309,Other,41.0,UK,Family,57,3.0,0.41,Mobile,0,1,1
310,Female,31.0,FR,Premium,133,88.0,0.07,Desktop,0,1,0
311,Male,48.0,IN,Premium,168,78.0,0.41,Desktop,0,1,0
312,Female,21.0,AU,Premium,251,47.0,0.55,Mobile,0,1,1
313,Other,18.0,AU,,71,18.0,0.0,Web,0,1,1
314,Female,25.0,FR,Student,178,84.0,0.32,Desktop,0,1,0
315,Male,56.0,IN,Student,206,,0.1,Mobile,0,1,0
316,Male,,FR,,36,12.0,0.22,Mobile,44,0,1
317,Other,25.0,CA,Family,122,69.0,0.09,Web,0,1,0
318,Male,24.0,PK,Premium,158,51.0,0.26,Web,0,1,0
319,Other,,FR,Student,223,79.0,0.05,Mobile,0,1,0
320,Male,,IN,Premium,251,65.0,0.44,Desktop,0,1,0
321,Other,19.0,US,Family,294,5.0,0.44,Web,0,1,1
322,Other,25.0,IN,Student,12,2.0,0.34,Web,0,1,1
323,Male,55.0,IN,Family,218,,0.36,Desktop,0,1,0
324,Male,17.0,UK,Free,49,26.0,0.54,Desktop,12,0,1
325,Female,50.0,FR,Student,66,13.0,0.58,Mobile,0,1,0
326,Other,39.0,,Free,295,20.0,0.09,Mobile,21,0,1
327,Male,26.0,AU,Student,131,98.0,0.24,Desktop,0,1,1
328,Other,34.0,UK,Free,203,10.0,0.1,Desktop,42,0,1
329,Female,32.0,CA,Premium,201,38.0,0.44,Web,0,1,0
330,Female,40.0,CA,Student,59,35.0,0.37,Desktop,0,1,1
331,Female,32.0,US,Family,119,39.0,0.45,Web,0,1,1
332,Female,51.0,CA,Premium,219,96.0,0.51,Web,0,1,0
333,Male,,CA,Family,152,83.0,0.58,Mobile,0,1,1
334,Female,51.0,CA,Premium,157,9.0,0.57,Web,0,1,1
335,Female,,CA,Free,89,59.0,0.15,Mobile,21,0,1
336,Female,54.0,FR,Family,63,68.0,0.21,Mobile,0,1,1
337,Male,59.0,,Premium,93,36.0,0.39,Desktop,0,1,1
338,Other,41.0,AU,,97,78.0,0.02,Web,0,1,0
339,Other,34.0,IN,Premium,289,79.0,0.09,Desktop,0,1,0
340,Female,55.0,IN,Family,291,39.0,0.3,Mobile,0,1,0
8005,Female,34.0,UK,Family,291,70.0,0.22,Desktop,0,1,0
342,Female,20.0,UK,Student,218,76.0,0.58,,0,1,1
343,Female,20.0,CA,Premium,56,55.0,0.18,Web,0,1,0
344,Male,32.0,IN,Student,157,12.0,0.48,Web,0,1,1
345,Female,37.0,DE,Student,171,65.0,0.52,Web,0,1,1
346,Female,50.0,,Family,16,64.0,0.05,Web,0,1,0
347,Female,21.0,DE,Family,207,21.0,0.18,Web,0,1,0
348,Female,48.0,US,Premium,123,37.0,0.27,Web,0,1,1
349,Male,46.0,IN,Premium,55,48.0,0.47,Web,0,1,1
350,Other,,AU,Free,49,43.0,0.25,,5,0,1
351,Female,55.0,PK,Premium,62,57.0,0.58,Web,7,0,1
352,Female,57.0,AU,Student,85,,0.0,Desktop,0,1,1
353,Other,41.0,CA,Family,78,33.0,0.04,Desktop,0,1,0
354,Male,,CA,Free,107,7.0,0.42,Desktop,27,0,1
355,Other,32.0,FR,Free,202,29.0,0.14,Web,41,0,1
356,Female,51.0,PK,Family,211,25.0,0.51,Mobile,0,1,1
357,Female,26.0,FR,Free,73,27.0,0.19,Web,26,0,1
358,Male,22.0,PK,Premium,229,,0.02,,0,1,0
359,Other,19.0,UK,Free,164,21.0,0.53,Desktop,8,0,0
360,Female,49.0,DE,Family,61,33.0,0.48,Desktop,0,1,1
361,Male,56.0,IN,Free,164,66.0,0.3,Desktop,34,0,1
362,Other,39.0,PK,Free,232,2.0,0.14,Mobile,27,0,1
363,Other,57.0,PK,Student,146,98.0,0.06,Mobile,0,1,0
364,Other,18.0,AU,Premium,42,27.0,0.22,Web,0,1,0
365,Male,43.0,CA,Free,265,89.0,0.56,Desktop,28,0,0
366,Female,32.0,US,Family,275,47.0,0.59,Mobile,0,1,1
367,Other,33.0,US,Student,295,1.0,0.03,Desktop,0,1,0
368,Other,16.0,IN,Free,269,13.0,0.54,Desktop,40,0,0
369,Female,50.0,FR,Family,224,18.0,0.09,Desktop,0,1,0
370,Female,42.0,,Free,51,60.0,0.22,Desktop,17,0,1
371,Other,49.0,UK,Family,100,49.0,0.37,Desktop,0,1,1
372,Female,35.0,,Premium,267,63.0,0.6,Web,0,1,1
373,Other,54.0,IN,Free,102,35.0,0.06,Mobile,40,0,1
374,Male,44.0,PK,Free,84,64.0,0.57,Web,23,0,1
375,Female,21.0,FR,Free,289,92.0,0.2,Mobile,27,0,1
376,Male,44.0,FR,Family,173,30.0,0.38,Desktop,0,1,1
377,Male,46.0,AU,Family,42,77.0,0.34,Web,0,1,1
378,Other,53.0,AU,Premium,261,76.0,0.41,Desktop,0,1,1
379,Other,39.0,,Free,163,2.0,0.03,Web,38,0,1
380,Other,26.0,AU,Student,175,9.0,0.37,Web,0,1,1
381,Female,35.0,DE,Student,259,96.0,0.48,Mobile,0,1,1
382,Other,51.0,PK,Premium,103,58.0,0.06,Mobile,0,1,0
383,Other,55.0,DE,,148,52.0,0.43,Desktop,0,1,1
384,Female,45.0,PK,Premium,50,,0.02,Mobile,0,1,0
385,Female,53.0,PK,Family,187,27.0,0.11,Desktop,0,1,0
386,Female,16.0,DE,Student,57,48.0,0.52,Web,0,1,1
8006,Male,32.0,FR,Free,51,70.0,0.38,,19,0,1
388,Other,26.0,FR,Free,146,,0.59,Mobile,16,0,1
389,Female,48.0,UK,Free,210,60.0,0.05,Desktop,42,0,1
390,Other,59.0,UK,Family,58,55.0,0.25,Web,0,1,0
391,Female,42.0,IN,Family,124,11.0,0.16,Mobile,0,1,0
392,Female,40.0,IN,Student,273,80.0,0.26,Mobile,0,1,0
393,Female,53.0,PK,Premium,49,74.0,0.47,Mobile,19,0,1
394,Female,,US,Student,119,73.0,0.11,Web,0,1,1
395,Female,58.0,CA,Student,225,10.0,0.08,Web,0,1,0
396,Other,24.0,US,Free,203,75.0,0.26,Desktop,27,0,0
397,Other,36.0,DE,Family,21,11.0,0.28,Web,0,1,1
398,Female,53.0,UK,Student,120,66.0,0.25,Mobile,0,1,1
399,Male,21.0,AU,Student,59,34.0,0.11,Web,0,1,1
400,Male,43.0,FR,Family,272,5.0,0.24,Desktop,0,1,0
8007,Female,26.0,US,Premium,228,24.0,0.12,Mobile,0,1,0
